Manufacturer,Year,Sales,Avg_Price,Customer_Satisfaction
Porsche,2010,267324,79089,4.910121022969978
Mercedes,2017,385960,93682,3.0042076863517666
Chevrolet,2016,144832,37190,4.743195454576461
Land Rover,2011,48211,97909,4.600709758046813
BMW,2011,239010,49542,3.837895580374951
Fiat,2010,374256,31715,3.160360028163807
Volvo,2018,333494,86425,4.337145293445828
Kia,2019,454865,49610,4.187321582417077
Nissan,2011,342338,91917,3.2314752133574105
Audi,2021,420370,34539,4.275754185327267
Honda,2022,171445,48154,4.067934945095527
Hyundai,2011,482144,43669,4.064985398874294
Mazda,2010,189510,82534,3.0874781446178945
Jaguar,2018,214054,65583,4.304583297183879
Mazda,2011,393395,51268,3.550762348510837
Volkswagen,2019,334637,51027,3.4525582164284634
Ford,2012,89003,67395,4.833270471682415
Hyundai,2020,205119,62775,3.7423448468752554
BMW,2021,226992,60734,4.023362773163024
Mercedes,2016,78803,54332,4.7801940703676165
Toyota,2013,212514,55379,3.757820556117629
Ford,2020,54014,26738,3.819257789790464
Jaguar,2010,411983,37852,4.062170689770486
Porsche,2013,101575,32438,4.376548471560474
Chevrolet,2011,410285,57359,4.954904235980736
Ford,2020,211260,22597,3.061911581838687
Nissan,2012,167489,33693,4.512427227900353
Volvo,2014,268589,68161,4.800166366032961
Mercedes,2019,214923,23036,3.9480128569663115
Volkswagen,2013,469537,86675,4.090762242436605
Chevrolet,2020,336062,29973,3.7789637898048407
Chevrolet,2015,120659,42716,3.3082900863569744
Jaguar,2022,348593,23556,4.52380362520974
Tesla,2012,384313,24569,3.5186697946341887
Tesla,2019,140544,15340,3.6848959576694265
Subaru,2014,477243,15138,4.115417652500088
Tesla,2010,109931,45654,3.278393402691391
Ford,2022,68478,79353,3.977795663584903
Tesla,2022,327712,35219,3.6009787712008645
Tesla,2014,461558,33951,3.0789190657817986
Jaguar,2014,249779,90774,4.928057694331027
Honda,2020,298565,16708,3.9169328491385156
Mazda,2016,289003,22684,4.58842132509881
Fiat,2018,76093,44689,4.888084187650795
Jaguar,2012,135074,75011,3.9668148719462932
Volkswagen,2016,378377,87805,4.044888290810929
Volvo,2020,203226,27991,3.984650960002364
Land Rover,2010,433602,70220,4.961478687166859
Land Rover,2021,28354,37190,4.5290555893094355
BMW,2016,194482,34503,4.992245899278882
Hyundai,2013,280160,17384,4.693937708414121
Hyundai,2012,50510,63933,3.5120951302099086
Mercedes,2022,428734,39045,3.4414909769055635
Porsche,2011,168175,51188,3.06109891418676
Ford,2015,29337,37313,4.2650882199316555
Porsche,2021,153016,67887,4.466102379719986
Volvo,2012,87842,25503,4.9892972831199955
Hyundai,2016,151958,27866,4.47573903712306
Mercedes,2010,266910,57727,4.87418205691759
Kia,2010,423347,90969,3.2088082594961627
Kia,2011,64189,63511,4.374812728272476
Volkswagen,2020,291954,39322,4.264179659012484
Chevrolet,2022,20207,82628,4.910230414583403
Volkswagen,2011,352951,86312,4.001248536140835
Nissan,2021,247199,96253,3.1004520229279473
Honda,2019,187164,78671,3.5905809880958865
Honda,2016,271570,83487,3.585030182141484
Audi,2014,300598,82904,4.097960898883284
Chevrolet,2014,132258,76202,4.295634891981057
Jaguar,2016,148262,53333,3.907893696216714
BMW,2017,404805,40235,4.365234442446805
Lexus,2011,377003,31237,4.6450695887683935
Volvo,2015,252717,99227,3.2857519226788234
Hyundai,2011,346907,27237,4.7639843394432715
Honda,2020,279160,94563,3.8048932748673376
Jaguar,2019,257644,46897,4.430077437701367
Volkswagen,2010,300134,77551,4.678676984712005
Kia,2015,90811,70103,3.6325402994586136
Mazda,2018,29008,86274,3.540786572769051
Honda,2021,146643,31209,4.7837442896214695
Chevrolet,2012,143296,63695,4.928156832980216
Mercedes,2010,42441,54129,4.129258101994527
Nissan,2016,357860,27180,4.751022453105232
Mercedes,2010,231035,69040,3.5961044172788865
Fiat,2012,277986,78115,4.998932496431261
Jaguar,2014,163077,69575,3.770240239805
Kia,2012,259134,82055,3.4177654480103277
Lexus,2012,277499,69120,3.104710040374945
Kia,2022,12257,42364,4.644359773632846
Honda,2018,30808,67389,3.9445636083259634
Toyota,2013,348540,98692,3.5906029551436656
Hyundai,2016,499251,62377,4.4741931008641025
Volkswagen,2021,330427,31923,4.426413766565235
Toyota,2013,70948,48002,3.735571975512306
Jaguar,2015,151365,70860,3.535185353455943
Nissan,2022,292276,33199,4.67653071909141
Jaguar,2013,304025,97594,3.9857291688948933
Volvo,2015,241440,51021,3.533350393323955
Mazda,2018,142473,30193,4.355084534917906
Fiat,2016,291755,58791,4.54584296375223
Hyundai,2021,274889,70243,3.251100429525307
Nissan,2020,61374,45116,3.531165665917212
Toyota,2016,79561,66955,4.283719917710711
Subaru,2020,196740,35963,4.0967640723913075
BMW,2012,162008,19426,4.65952624057529
Hyundai,2022,250853,77522,3.605831457666385
Ford,2022,379128,17204,3.4932072699560495
Chevrolet,2021,245990,64067,3.115688898894321
Hyundai,2018,108934,26908,4.0614747105736715
Fiat,2011,267354,76215,3.1512100812335015
Kia,2010,179530,61169,3.3916661682685403
Nissan,2018,436009,61473,3.6302940782651065
Tesla,2020,379100,70751,4.271909414327457
Volvo,2021,84218,80344,3.690384416988421
Fiat,2015,436199,38989,3.939976536315873
Volvo,2018,260541,51081,4.380193116475687
Land Rover,2014,278083,62562,3.0891276468973583
Toyota,2011,168117,59769,3.4837865882257786
Lexus,2014,263317,79805,4.857320574029766
Land Rover,2019,53309,82468,3.91719588702768
Ford,2015,469868,58527,3.418370930815856
Mazda,2021,103344,39272,4.962385058328231
Chevrolet,2011,118042,69110,3.483954260634091
Volkswagen,2018,122911,27867,4.902859620723665
Porsche,2017,237135,88402,4.962287463583644
Subaru,2020,444532,78064,4.838774809145345
Volkswagen,2015,397025,45873,3.0283800987915344
Subaru,2012,297516,18642,3.7100821129039163
Jaguar,2020,286266,39820,4.905793591995655
Honda,2016,411927,33793,3.95380021293594
BMW,2010,459962,36542,4.562697681228812
Fiat,2017,135681,70388,3.997791329071884
Kia,2014,32601,33020,3.7539710838525604
Nissan,2020,165604,33601,3.643339979319097
Honda,2016,446679,89671,3.1907985546264213
Mercedes,2020,243820,98596,3.0008855628744158
BMW,2018,50695,34702,4.8390620493120995
Tesla,2010,488879,68574,3.7434481328046862
Fiat,2013,118125,18696,3.8887306984830285
Lexus,2010,325665,60740,3.5020027665246003
Fiat,2014,258922,81641,4.313262147415752
Land Rover,2010,287561,39729,4.836478173350875
Fiat,2016,433177,27602,3.441705565926018
Kia,2014,44681,79789,4.733540709012001
Chevrolet,2018,94700,78043,4.163244585978387
Mazda,2017,56002,64812,4.033396770452535
Tesla,2012,76668,95070,4.788188605066502
Audi,2019,448823,22812,3.8388959879146274
BMW,2016,84601,23275,3.9950797042922046
Fiat,2022,292844,54464,3.5913893480832084
Porsche,2016,417085,75315,4.272084937559937
BMW,2019,485406,60026,4.01384087592367
Ford,2017,381994,60095,3.095282514873013
BMW,2011,450284,34991,3.7052052118577166
BMW,2012,157745,42056,4.078189105472017
Fiat,2016,447100,31964,3.783647926567
Kia,2018,435468,18832,3.1226619112865652
Volkswagen,2014,464456,92116,3.8749638532164195
Tesla,2015,425534,90715,4.9336909995985705
Volkswagen,2012,367886,60475,4.48379265391743
Mercedes,2022,103526,66001,3.6058618112808585
Mercedes,2018,35711,45106,3.5428771552684006
Porsche,2020,148286,42127,4.524965768951106
Hyundai,2010,329759,60046,4.088993918207731
Nissan,2020,434097,93077,4.1675455610282235
Mazda,2019,250341,42128,3.723420509719161
Porsche,2013,351102,47920,3.2598827445358824
Mercedes,2015,406016,57712,3.3441784585905188
Jaguar,2018,367246,35583,3.3603915082562956
Audi,2020,230357,34456,3.2440609886436973
Audi,2022,111968,34873,4.6141418077334055
Kia,2022,72021,52125,4.330292388476811
Ford,2010,313664,40675,4.342110567719828
Chevrolet,2016,194384,27112,3.7610354197397893
Volvo,2013,322863,48919,4.813144421344326
Jaguar,2012,296762,49675,3.248765662482649
Lexus,2019,298544,65445,4.686556181872804
BMW,2017,169034,99892,4.634256284031171
Toyota,2010,375735,25578,3.8591918871521296
Mercedes,2020,382047,15389,3.236984717536801
Porsche,2012,330146,50531,3.4534547646599263
Mazda,2019,328552,84267,4.3543048249153475
Subaru,2016,101649,79887,4.632821569930061
Mercedes,2017,446742,26889,4.665660753576542
Tesla,2012,318433,68747,4.348039838117585
Toyota,2010,97051,34581,3.781364221971878
Mercedes,2020,157595,81960,4.869988863677531
Mercedes,2018,245419,87525,4.211009533231753
Toyota,2011,128639,96938,4.355081891007068
Honda,2016,493779,61220,4.56972364591776
Audi,2016,85277,37931,3.5557055521794245
Land Rover,2019,260216,40991,3.135005093367644
Nissan,2010,413777,31901,4.095569388766639
Kia,2014,382185,29256,3.6930483359054365
Subaru,2016,69778,60833,4.033579878256316
Ford,2011,474507,80303,4.313512126949114
Mazda,2016,332854,82054,4.902846441691132
Kia,2015,205691,76842,4.247297556580532
Volvo,2011,302253,34233,4.407584621981015
Volkswagen,2020,13849,27360,4.413259739757419
Porsche,2015,186872,51963,3.4990487336764975
Honda,2022,50387,89816,3.2341320828483373
Nissan,2014,156510,63442,4.473070456669586
Porsche,2014,371719,16813,4.250409539060884
Chevrolet,2021,203984,75272,3.771227025731296
Audi,2010,263091,80618,4.915162030167634
BMW,2018,353276,17093,3.3770812114985023
Volkswagen,2015,381344,97289,4.4856499498126325
Land Rover,2012,192003,22674,3.1686026292227005
Volvo,2013,341356,17426,4.4468956357000025
Tesla,2017,207467,59816,4.093751931752089
Kia,2019,276161,25451,3.4080493314771574
Audi,2010,53764,16134,4.477446301453133
Volvo,2010,229128,36869,3.541612656073945
Porsche,2011,122935,25442,3.9178810331936407
Ford,2019,224176,82087,3.162298357072478
Porsche,2016,495001,81897,4.610180636991325
Tesla,2013,410826,58326,4.088507932227396
Lexus,2012,372441,15869,4.485762987335878
Lexus,2017,436674,97409,3.854991300713518
Volkswagen,2020,18024,97214,3.537707028764387
Toyota,2015,364852,33257,4.574774053504665
Honda,2022,292169,19458,4.275908525369477
Volkswagen,2019,190903,58427,4.070051009197866
Mazda,2014,232542,62195,3.838779223333943
Mazda,2019,279496,94052,3.6020921556686263
Audi,2022,195194,44493,3.0566225488053353
Volvo,2010,166470,50842,3.8193421067519853
Land Rover,2018,459920,82173,3.3189845250827164
Porsche,2022,256404,50529,4.885062615040233
Land Rover,2016,467666,50436,4.652976180391525
Tesla,2012,260819,27356,3.0159288094909025
Subaru,2021,307242,36225,4.071107629759345
Fiat,2017,475048,17591,4.6186487965705245
Mercedes,2013,72061,81736,4.011268306843918
Audi,2010,33408,15136,3.1552815519775628
Chevrolet,2012,66358,81197,4.043198792022716
Mercedes,2019,436070,91240,3.6895628401452942
Porsche,2012,385197,21968,3.0265020670078213
Kia,2022,365566,16700,3.8221872177608796
Lexus,2013,465150,69316,3.330568980285915
Hyundai,2014,489681,56605,4.578864388390382
Toyota,2010,80269,45954,4.464827729625338
Tesla,2019,109977,58939,3.236830078351864
Nissan,2021,394010,84166,3.782065738254797
Tesla,2015,317086,18453,4.91972560542691
Hyundai,2020,280472,30534,4.5077301476738505
Toyota,2012,110546,95201,3.823729480834992
Nissan,2010,241324,45049,3.823916190068204
Toyota,2011,210796,27207,4.890228377512018
Porsche,2010,432132,85463,4.866254468816617
Audi,2017,255017,86696,3.412504227672305
Mercedes,2019,202816,30810,3.4086327667979406
Jaguar,2016,363076,15192,3.0362480820914595
Jaguar,2020,337192,65940,3.8162381136518464
Mazda,2019,433291,24359,3.0199575533168987
Kia,2017,331335,48272,4.748341364314052
Kia,2012,298107,58954,3.5710175602370233
Audi,2022,407650,64810,4.709948039122949
Chevrolet,2012,276378,84300,3.819478472885878
Hyundai,2011,184514,66759,3.41591271857878
Hyundai,2015,61717,17763,3.363446586456313
Hyundai,2013,128094,40307,4.091170365338296
Jaguar,2022,178017,62937,4.026736420449831
Volvo,2013,491215,60276,4.118118569893205
Ford,2012,255762,88933,3.7450665475191016
BMW,2020,427339,17890,4.313458969443216
Mazda,2020,337069,83842,4.66273541244394
Jaguar,2018,286827,15670,4.608989284863645
Volvo,2018,364211,36639,3.8521419552521943
Mercedes,2022,462413,73847,4.03601613280925
Jaguar,2012,73972,56003,4.484506374398174
Audi,2021,134168,50710,4.780819034438657
Jaguar,2016,289518,91674,3.8663262226303328
BMW,2019,316660,41069,4.516534584112119
Subaru,2019,242892,54178,3.541885396632731
Hyundai,2017,465738,53712,3.483001255985667
Honda,2021,444825,58307,4.491506758152252
Porsche,2010,325097,99481,3.267301162821036
Tesla,2019,408102,22485,4.592482901082737
Volkswagen,2018,112638,68442,4.878136958900583
Toyota,2022,491247,52019,3.9262294276750227
Lexus,2022,207530,42526,3.5292700538507145
Audi,2014,315539,39031,4.521702661861563
Volkswagen,2017,35939,64145,4.397897656974771
Subaru,2010,419115,44063,3.062298185586782
Volkswagen,2022,161956,40183,3.4867933664370607
Mercedes,2021,177031,48457,4.567544778034499
Lexus,2020,185607,31103,4.472457765057101
Audi,2017,112476,43901,3.1886548525820873
Hyundai,2020,403184,65357,4.4136757115610825
Volkswagen,2020,496675,90403,3.653278498851822
Nissan,2012,309372,38386,3.4829929705137355
Volvo,2022,487964,78344,4.9223188314203306
Mazda,2020,258724,85130,3.8120236034122215
Porsche,2014,373298,47933,3.0342995638303965
Land Rover,2010,420591,80206,4.674239255661305
Mazda,2019,185458,61287,3.829630238777894
Nissan,2012,86312,90324,4.276644479583653
Tesla,2020,439505,48340,3.778460943383577
Fiat,2012,21094,48418,4.858279040030926
Mercedes,2020,211604,37164,4.9622358157358715
BMW,2015,408448,82753,4.4302003225674
Lexus,2020,456751,45908,4.349572604334821
Land Rover,2017,188646,51182,4.381767953101646
Kia,2015,94425,15917,3.3124131373732437
Audi,2013,49104,33062,3.4083331183364862
Land Rover,2010,382828,74821,3.3394568571538463
Fiat,2011,224127,27192,4.219394850305232
Mazda,2021,175159,81677,4.371401085867288
Volkswagen,2012,406471,72433,3.80377439978146
Chevrolet,2011,428596,34173,4.285155220647268
Mazda,2017,266875,37439,4.188165561139424
Fiat,2017,361193,20021,4.8313444645232995
Fiat,2013,311494,61223,4.381359542296013
Mazda,2016,486111,81798,4.366907554815018
Kia,2012,497602,57788,4.794731731581864
Volvo,2016,418376,71583,4.881546599379002
Lexus,2013,417931,20750,3.79192317749521
Jaguar,2019,435309,49314,4.578818843827172
Audi,2021,127305,40338,3.9382144220951574
Volkswagen,2017,121497,60619,3.8769134305011566
Fiat,2012,329268,80149,3.3320436472857216
Hyundai,2017,178171,90831,3.3111428737386044
Mazda,2017,449388,70863,3.2593579564484707
Audi,2021,418624,72980,3.6049580583358534
BMW,2014,316969,26349,4.7964761279064705
Land Rover,2015,159886,33263,3.309850622286885
Honda,2016,55066,18373,4.60760978096695
Mercedes,2015,175129,81983,3.6072478762876807
Ford,2021,357247,94675,3.9756686370880248
Jaguar,2010,488454,66934,3.612926936085641
Nissan,2014,131015,56185,3.916862848262876
Chevrolet,2018,305599,43018,4.983545761958499
Jaguar,2019,150558,53862,4.076045410727806
Audi,2022,316000,46379,3.031646343993642
Land Rover,2022,286175,95072,3.985138141506595
Subaru,2015,420834,21587,3.722807558134373
Ford,2011,283295,86094,4.3970612504182744
Hyundai,2022,496252,82568,3.3509832547627147
Tesla,2022,400136,95059,3.9792489241004896
BMW,2021,224566,61151,3.744346510493794
Volkswagen,2015,393095,96972,3.557286126230073
Ford,2022,279045,23597,4.207701965080556
Volkswagen,2017,225286,23263,3.742339032039063
Volkswagen,2012,234137,29079,3.1740344366055773
Jaguar,2020,130606,64500,4.591852774287005
Fiat,2018,400270,78400,3.5052920612425735
Fiat,2016,293006,26669,4.5033523440458385
Chevrolet,2019,214720,56235,3.753060575578597
Jaguar,2015,488115,60536,4.10867494868069
Chevrolet,2010,26279,83665,3.4741694170346804
Chevrolet,2016,349629,89055,3.415081872411407
Volvo,2020,457244,86128,4.404976683176938
Honda,2015,240097,71830,4.193821381093312
Audi,2022,180591,64649,3.7957314060348546
Land Rover,2022,367546,45676,4.525786671108728
Porsche,2016,365239,87307,4.340065075615134
Fiat,2019,245998,93388,3.100486019645964
Fiat,2010,339528,46027,4.8567670112726145
Volvo,2010,478011,50554,4.507468140856009
Porsche,2018,308783,78627,4.449196573695258
Lexus,2018,195272,72415,4.844734969340205
Subaru,2010,237434,67265,3.784187153809145
Mazda,2016,123502,37800,3.4215628987093765
Hyundai,2016,478535,60397,3.1323303776688807
Mercedes,2022,337871,85453,3.1750973280555614
Jaguar,2012,23682,38383,3.060207744422638
Tesla,2011,101198,49642,4.274189401648885
Jaguar,2015,152482,95055,3.635099400515177
Honda,2015,86918,93116,4.769710235392009
BMW,2015,393152,92475,4.926720640892076
Fiat,2019,472111,50944,3.6937719527287713
Lexus,2012,490441,40954,3.2845104795536306
Toyota,2019,22497,47551,4.0820057978553255
Subaru,2017,145639,63847,3.9056274284218335
Volkswagen,2021,395946,76576,3.479978727739915
Subaru,2017,262557,91524,3.893429054517041
Honda,2012,338953,70805,3.1201928207563405
Kia,2019,248483,59041,3.354385002022382
Mercedes,2012,397001,34738,3.111211043360921
Volvo,2012,202971,27392,4.327047187826905
Volvo,2011,239334,33782,3.713537423246545
Subaru,2016,131987,35566,3.5977142705180616
Porsche,2010,259432,41177,3.3692649146947384
Fiat,2010,469379,92525,3.3466861059505617
Toyota,2013,454709,55953,3.599884139554045
Fiat,2018,434724,89711,3.233166149111393
Mercedes,2015,307584,71683,4.466000214445247
BMW,2020,166177,93484,4.641962034598282
Hyundai,2016,460751,57946,3.821714183680993
Nissan,2018,148419,48776,3.1654680792473417
Mazda,2022,358351,70161,4.1537147622654
Mercedes,2017,30922,49028,4.170156884412406
Mercedes,2018,302410,39000,4.399410412198952
Tesla,2020,290539,54019,3.206530017750097
Chevrolet,2020,499415,21078,4.1225113561498485
Kia,2016,303561,98639,3.6950375906275092
Fiat,2018,125584,69710,3.436519745387459
Mercedes,2010,226896,44432,4.155263508688845
Nissan,2014,277598,89960,3.1528797220788953
Ford,2022,465887,62111,3.3166078002112287
Jaguar,2010,265989,74993,3.312071622679954
Volkswagen,2010,260351,81125,4.825784889473151
Ford,2017,251084,80333,4.523767223724888
Chevrolet,2010,12462,24460,3.408493517824335
Volkswagen,2014,154341,80942,4.063144305373463
Volvo,2014,158441,26795,3.49954432489304
Land Rover,2011,347283,20368,4.429506552887892
Chevrolet,2016,286863,44227,3.2327169703289917
Tesla,2020,418302,32387,4.386670307469413
Ford,2012,159395,33019,4.362706026482698
Porsche,2021,421495,61999,4.223662040206443
Jaguar,2016,385146,65225,3.2117486364262584
BMW,2022,202453,62929,4.0755658694827535
Mercedes,2013,240183,72530,3.058310372044178
Porsche,2013,494635,20313,4.11408102655007
Hyundai,2017,210462,60226,3.5246859335618916
Audi,2022,322257,67999,3.1004288633809107
Subaru,2012,440182,48769,3.6331735198173023
Porsche,2012,291373,90209,3.6296516587032976
Land Rover,2014,353924,31806,4.462992928086278
Mazda,2022,422310,72796,3.0161182066842396
Lexus,2021,62227,18164,4.830121465034445
Nissan,2011,497182,65599,4.094942979724637
